customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5361-AAAA,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.44,2628.27,Yes
8506-BDHL,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,90.64,4626.06,No
1745-CGOW,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.02,1029.63,No
3161-DJVH,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.42,996.13,No
8208-EMCS,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.74,4124.01,No
3959-FPJD,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),91.08,2548.12,No
2737-GSQO,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.94,5195.39,Yes
7248-HVXZ,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),57.42,2987.91,No
2574-IYEK,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.35,3563.07,Yes
9115-JBLV,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,89.48,5547.05,No
5151-KESG,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.7,901.66,Yes
4066-LHZR,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.92,841.25,No
